W,Название,Title,Тип изображения,Изображение на сайте,"Ширина, px","Высота, px",Мегапиксели,Источник,Страница источника
1525,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1525.webp,3766,2447,9.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Charing-Cross_Bridge_in_London_-_Google_Art_Project.jpg
1526,"Мост Чаринг-Кросс, пасмурный день","Charing Cross Bridge, Overcast Day",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1526.webp,2000,1322,2.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:4960207242_04ebc9a7d1_o_w1526.jpg
1527,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1527.webp,3000,2099,6.3,Art Institute of Chicago,https://www.artic.edu/artworks/16544
1528,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1528.webp,605,469,0.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1528.png"
1529,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1529.webp,3840,3092,11.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Amgueddfa_Cymru_-_Pont_Charing_Cross_-_Charing_Cross_Bridge_-_207385.jpeg
1530,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1530.webp,3840,2676,10.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet,_Claude_-_Charing_Cross_Bridge_-_Google_Art_Project.jpg"
1531,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1531.webp,3080,2503,7.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Charing_Cross_Bridge_-_Google_Art_Project.jpg
1532,"Мост Чаринг-Кросс, отражения на Темзе","Charing Cross Bridge, Reflections on the Thames",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1532.webp,1368,886,1.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Charing_Cross_Bridge,_Reflections_on_the_Thames.jpg"
1533,"Мост Чаринг-Кросс, проходящие поезда","Charing Cross Bridge, Trains Crossing",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1533.webp,762,535,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1533.png"
1534,"Мост Чаринг-Кросс, дым в тумане","Charing Cross Bridge, Smoke in Fog",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1534.webp,758,573,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1534.png"
1535,"Мост Чаринг-Кросс, дым в тумане","Charing Cross Bridge, Smoke in Fog",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1535.webp,800,644,0.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1535.jpg
1536,Мост Чаринг-Кросс. Темза,"Charing Cross Bridge, The Thames",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1536.webp,1164,817,1.0,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1536.jpg"
1537,Мост Чаринг-Кросс. Темза,"Charing Cross Bridge, The Thames",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1537.webp,2892,2082,6.0,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet-Tamise-Lyon.jpg
1538,"Мост Чаринг-Кросс, идущий поезд","Charing Cross Bridge, Train Passing",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1538.webp,757,572,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1538.png"
1539,"Мост Чаринг-Кросс, вечер","Charing Cross Bridge, Evening Effect",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1539.webp,757,552,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1539.png"
1540,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1540.webp,1320,941,1.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1540.jpg
1541,"Мост Чаринг-Кросс, туман","Charing Cross Bridge, Fog",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1541.webp,594,469,0.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Charing_Cross_Bridge,_Fog.jpg"
1542,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1542.webp,755,587,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1542.png"
1543,Игла Клеопатры и мост Чаринг-Кросс,Cleopatra's Needle and Charing Cross Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1543.webp,280,216,0.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_charing-cross-bridge-cleopatra-s-needle-1901.jpg
1544,Игла Клеопатры и мост Чаринг-Кросс,Cleopatra's Needle and Charing Cross Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1544.webp,754,598,0.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1544.png"
1545,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1545.webp,435,289,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1545.png"
1546,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1546.webp,435,273,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1546.png"
1547,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1547.webp,1320,857,1.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1547.jpg
1548,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1548.webp,3840,2825,10.8,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Charing_Cross_Bridge,_1903.jpg"
1549,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1549.webp,2000,1278,2.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Charing_Cross_bridge_-_Sothebys_12_nov_2019.jpg
1550,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1550.webp,2000,1615,3.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Charing_Cross_Bridge_(1899-1901).jpg
1551,Мост Чаринг-Кросс (цикл картин Моне),Charing Cross Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1551.webp,440,291,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1551.png"
1552,Мост Чаринг-Кросс с буксирами,Charing Cross Bridge with tugs,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1552.webp,438,269,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1552.png"
1552a,"Лондон, мост Чаринг-Кросс","London, Charing Cross Bridge",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1552a.webp,1168,906,1.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1552a.jpg"
1553,Мост Чаринг-Кросс (этюд),Charing Cross Bridge (study),скан из каталога,https://monet.1vasiliadi.com/img/1600/w1553.webp,437,250,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1553.png"
1554,"Мост Чаринг-Кросс, туман на Темзе","Charing Cross Bridge, Fog on the Thames",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1554.webp,2400,1908,4.6,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Charing_Cross_Bridge_Fog_on_the_Thames,_1903.jpg"
1555,Мост Ватерлоо,Waterloo Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1555.webp,705,500,0.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Waterloo_Bridge_(W_1555).jpg
1556,Мост Ватерлоо. Лондон,"Waterloo Bridge, London",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1556.webp,800,520,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Waterloo_Bridge,_overcast_weather,_1900.jpg"
1557,Мост Ватерлоо. Пасмурная погода,"Waterloo Bridge, Grey Weather",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1557.webp,3000,2087,6.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Waterloo_Bridge,_Gray_Weather,_1900.jpg"
1558,Мост Ватерлоо. Облачно,"Waterloo Bridge, Overcast",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1558.webp,1320,857,1.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1558.jpg
1559,Мост Ватерлоо. Утренний туман,"Waterloo Bridge, Morning Fog",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1559.webp,1500,959,1.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Waterloo_Bridge,_Morning_Fog,_1901.jpg"
1560,Мост Ватерлоо,Waterloo Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1560.webp,3840,2560,9.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:1902_Monet_Die_Waterloo-Br%C3%BCcke_anagoria.JPG
1561,Мост Ватерлоо. Туманное утро,"Waterloo Bridge, Misty Morning",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1561.webp,3276,2110,6.9,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Le_Pont_de_Waterloo,_temps_gris_-_Ordrupgaard.jpg"
1562,Мост Ватерлоо. Туманная погода,"Waterloo Bridge, Misty Weather",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1562.webp,1350,869,1.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1562.jpg
1563,Мост Ватерлоо. Облачно,"Waterloo Bridge, Overcast",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1563.webp,512,332,0.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Waterloo_Bridge_-_Christies_18_07_2007.jpg
1564,Мост Ватерлоо в сумерках,"Waterloo Bridge, at Dusk",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1564.webp,3840,2465,9.5,National Gallery of Art,https://www.nga.gov/collection/art-object-page.61377.html
1565,Мост Ватерлоо,Waterloo Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1565.webp,3840,2501,9.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Waterloo_Bridge_-_Google_Art_Project.jpg
1566,Мост Ватерлоо. Эффект солнца в тумане,"Waterloo Bridge, Effect of Sun in the Mist",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1566.webp,1320,842,1.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1566.jpg
1567,Мост Ватерлоо. Эффект солнца,"Waterloo Bridge, Sun Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1567.webp,1320,1060,1.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:4961083454_f11504c374_o_w1567.jpg
1568,Мост Ватерлоо,Waterloo Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1568.webp,3184,2332,7.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Waterloo_Bridge,_1903,_by_Claude_Monet_(1840-1926)_-_IMG_7175.JPG"
1569,Мост Ватерлоо. Серый день,"Waterloo Bridge, Grey Day",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1569.webp,3840,2476,9.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet,_Waterloo_Bridge,_Gray_Day,_1903,_NGA_46658.jpg"
1570,"Мост Ватерлоо. Пасмурная погода, дымка","Waterloo Bridge, Grey Weather, Smoky",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1570.webp,1320,856,1.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1570.jpg
1571,Мост Ватерлоо. Пасмурная погода,"Waterloo Bridge, Grey Weather",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1571.webp,466,309,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1571.png"
1572,Мост Ватерлоо. Солнце в тумане,"Waterloo Bridge, Sun in the Fog",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1572.webp,1200,971,1.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1572.jpg
1573,Мост Ватерлоо. Солнечный свет в тумане,"Waterloo Bridge, Sunlight in the Fog",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1573.webp,1240,928,1.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_Waterloobr%C3%BCcke_-_Sonne_hinter_Dunstschleier.jpg
1574,Мост Ватерлоо,Waterloo Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1574.webp,1320,1051,1.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1574.jpg
1575,Мост Ватерлоо,Waterloo Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1575.webp,1320,1062,1.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1575.jpg
1576,Мост Ватерлоо,Waterloo Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1576.webp,754,592,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1576.png"
1577,"Мост Ватерлоо. Туман, эффект солнца","Waterloo Bridge, Fog, Sunlight Effect",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1577.webp,756,497,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1577.png"
1578,Мост Ватерлоо,Waterloo Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1578.webp,753,585,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1578.png"
1579,Мост Ватерлоо,Waterloo Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1579.webp,755,595,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1579.png"
1580,Мост Ватерлоо,Waterloo Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1580.webp,3312,2118,7.0,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Waterloo-Br%C3%BCcke_-_1903.jpeg
1581,Мост Ватерлоо,Waterloo Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1581.webp,800,516,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Le_Pont_de_Waterloo,_1902.jpg"
1582,Мост Ватерлоо. Эффект тумана,"Waterloo Bridge, Mist Effect",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1582.webp,755,484,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1582.png"
1583,Мост Ватерлоо на закате. Розовый эффект,"Waterloo Bridge at Sunset, Pink Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1583.webp,3840,2706,10.4,National Gallery of Art,https://www.nga.gov/collection/art-object-page.61378.html
1584,Мост Ватерлоо,Waterloo Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1584.webp,800,639,0.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1584.jpg
1585,Мост Ватерлоо,Waterloo Bridge,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1585.webp,1412,900,1.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Waterloo_Bridge_-_Sothebys_7_02_2006.jpg
1586,Мост Ватерлоо. Эффект солнечного света,"Waterloo Bridge, Sunlight Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1586.webp,3000,1941,5.8,Art Institute of Chicago,https://www.artic.edu/artworks/20701
1587,Мост Ватерлоо. Эффект солнечного света,"Waterloo Bridge, Sunlight Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1587.webp,1457,942,1.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Waterloo_Bridge,_Effet_de_Soleil.jpg"
1588,Мост Ватерлоо. Эффект солнечного света,"Waterloo Bridge, Sunlight Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1588.webp,840,544,0.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Waterloo_Bridge,_London,_1903.jpg"
1589,Мост Ватерлоо. Эффект солнечного света,"Waterloo Bridge, Sunlight Effect",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1589.webp,1320,842,1.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1589.jpg
1590,Мост Ватерлоо. Солнце в дымке,"Waterloo Bridge, Hazy Sun",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1590.webp,1000,647,0.6,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Waterloo_Bridge,_Veiled_Sun,_1903.jpg"
1591,Мост Ватерлоо. Солнце в дымке,"Waterloo Bridge, Hazy Sun",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1591.webp,1024,661,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1591.jpg
1592,Мост Ватерлоо. Туман,"Waterloo Bridge, Fog",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1592.webp,755,475,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1592.png"
1593,Мост Ватерлоо. Эффект солнца,"Waterloo Bridge, Sun Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1593.webp,2400,1543,3.7,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Waterloo_Bridge,_London,_Sun_Effect,_1899-1901.jpg"
1594,Мост Ватерлоо. Лондон,"Waterloo Bridge, London",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1594.webp,3840,2498,9.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Waterloo_Bridge_in_London_-_Google_Art_Project.jpg
1595,Мост Ватерлоо. Туман,"Waterloo Bridge, Fog",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1595.webp,1320,852,1.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1595.jpg
1596,"Здание парламента, солнечный свет в тумане","Houses of Parliament, Effect of Sunlight in the Fog",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1596.webp,630,504,0.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1596.png"
1597,"Здание парламента, эффект солнечного света","Houses of Parliament, Sunlight Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1597.webp,3840,3389,13.0,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Houses_of_Parliament,_Sunlight_Effect_(Le_Parlement,_effet_de_soleil)_-_Google_Art_Project.jpg"
1598,"Здание парламента, закат","Houses of Parliament, Sunset",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1598.webp,3840,3392,13.0,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46523.html
1599,"Здание парламента, Лондон. Симфония в розовом","Houses of Parliament, London, Symphony in Rose",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1599.webp,800,703,0.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1599.jpg
1600,Здание парламента,Houses of Parliament,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1600.webp,3000,2620,7.9,Art Institute of Chicago,https://www.artic.edu/artworks/16584
1601,"Здание парламента, Лондон. Симфония в голубом","Houses of Parliament, London, Symphony in Blue",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1601.webp,2048,1803,3.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Houses_of_Parliament_in_the_Fog_-_High_Museum_of_Art.jpg
1602,"Здание парламента, закат","Houses of Parliament, Sunset",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1602.webp,2700,2340,6.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_Parlamentsgeb%C3%A4ude.jpg
1603,"Здание парламента, закат","Houses of Parliament, Sunset",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1603.webp,2720,2389,6.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_Houses_of_Parliament,_Sunset.jpg"
1604,"Здание парламента, закат","Houses of Parliament, Sunset",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1604.webp,3840,3432,13.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Barberini_August_2023-Claude_Monet_-_Das_Parlament,_Sonnenuntergang,_1900-1903_-_Sammlung_Hasso_Plattner.jpg"
1605,"Здание парламента, грозовое небо","Houses of Parliament, Stormy Sky",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1605.webp,2600,2284,5.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Lille_PdBA_monet_parlement_de_londres.JPG
1606,"Здание парламента, отражение в Темзе","Houses of Parliament, Reflection of the Thames",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1606.webp,2701,2362,6.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet,_Londres,_Le_Parlement,_Reflets_sur_la_Tamise,_1905,_huile_sur_toile,_Mus%C3%A9e_Marmottan_Monet,_Paris.jpg"
1607,"Здание парламента, закат","Houses of Parliament, Sunset",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1607.webp,2437,2155,5.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Le_Parlement,_coucher_de_soleil_-_Kunsthaus_Z%C3%BCrich.jpg"
1608,"Здание парламента, эффект тумана","Houses of Parliament, Fog Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1608.webp,1200,1053,1.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Le_Parlement_de_Londres,_effet_de_brouillard,_1903.jpg"
1609,"Здание парламента, эффект тумана","Houses of Parliament, Fog Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1609.webp,3791,3353,12.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Houses_of_Parliament_(Effect_of_Fog)_MET_DT1893.jpg
1610,"Здание парламента, солнечный свет в тумане","Houses of Parliament, Effect of Sunlight in the Fog",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1610.webp,3840,3449,13.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Paris_-_Mus%C3%A9e_d'Orsay_8957.jpg
1611,"Здание парламента, эффект тумана","Houses of Parliament, Fog Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1611.webp,754,662,0.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Brouillard,_London_Parliament,_Claude_Monet.jpg"
1612,"Здание парламента, чайки","Houses of Parliament, Seagulls",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1612.webp,2000,1767,3.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet,_Claude,_Houses_of_Parliament,_Seagulls.jpg"
1613,"Здание парламента, чайки","Houses of Parliament, Seagulls",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1613.webp,2548,2216,5.6,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Seagulls,_the_Thames_%26_Houses_of_Parliament_by_Claude_Monet,_Pushkin_Museum.JPG"
1614,"Здание парламента, вечер","Houses of Parliament, Evening",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1614.webp,758,649,0.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1614.png"
1615,Лестер-сквер,Leicester Square at Night,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1615.webp,3729,4502,16.8,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Leicester_Square,_la_nuit_01.jpg"
1616,Лестер-сквер,Leicester Square at Night,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1616.webp,1279,1634,2.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Leicester_Square,_la_nuit.jpg"
1617,Лестер-сквер,Leicester Square at Night,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1617.webp,743,909,0.7,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1617.jpg"
1618,Болото в Живерни зимой,The Marsh at Giverny in Winter,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1618.webp,437,339,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1618.png"
1619,Конькобежцы в Живерни,Skaters at Giverny,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1619.webp,735,530,0.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1619.jpg
1620,Живерни весной,Giverny in Springtime,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1620.webp,800,789,0.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1620.jpg
1621,Цветущие яблони в Живерни,Apple Trees in Bloom at Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1621.webp,2000,1876,3.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:5299498896_0cebeb4344_o_w1621.jpg
1622,Сад ирисов в Живерни,The Iris Garden at Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1622.webp,3000,2863,8.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_The_Artist%E2%80%99s_Garden_in_Giverny_-_1983.7.12_-_Yale_University_Art_Gallery.jpg
1623,Садовая дорожка,Garden Path,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1623.webp,435,386,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1623.png"
1624,Сад художника в Живерни,Le Jardin de l'artiste à Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1624.webp,977,871,0.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_Monets_Garten_in_Giverny.jpg
1625,Сад. Ирисы,The Garden (also known as Irises),скан из каталога,https://monet.1vasiliadi.com/img/1600/w1625.webp,799,697,0.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1625.jpg
1626,Сад Моне,Monet's Garden,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1626.webp,324,250,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1626.png"
